project,site,geom,longitude,latitude
LIRA,S_k_10814,POINT (146.6676201259384 -43.08877563285763),146.6676,-43.0888
LIRA,S_k_10815,POINT (146.68887922965075 -42.88234954634626),146.6889,-42.8823
LIRA,S_k_10816,POINT (146.6987663682308 -42.884184154504815),146.6988,-42.8842
LIRA,S_k_10817,POINT (146.6975190878675 -42.900185088889586),146.6975,-42.9002
LIRA,S_k_10818,POINT (146.70238325452686 -42.89872890238483),146.7024,-42.8987
LIRA,S_k_10819,POINT (146.6977893189734 -42.901334420648865),146.6978,-42.9013
LIRA,S_k_10820,POINT (147.50943172481036 -41.30784367176349),147.5094,-41.3078
LIRA,S_k_10821,POINT (146.93859413687102 -43.27416351106198),146.9386,-43.2742
LIRA,S_k_10822,POINT (147.65447702444405 -41.34785871610927),147.6545,-41.3479
LIRA,S_k_10823,POINT (147.64446547805036 -41.347772623733164),147.6445,-41.3478
LIRA,S_k_10824,POINT (147.79585278718844 -41.342793511612285),147.7959,-41.3428
LIRA,S_k_10825,POINT (147.54867643899428 -41.361555500703695),147.5487,-41.3616
LIRA,S_k_10826,POINT (147.45969327555053 -41.386042065555),147.4597,-41.386
LIRA,S_k_10827,POINT (147.46239622968224 -41.38621427015627),147.4624,-41.3862
LIRA,S_k_10828,POINT (147.8023682965907 -41.210990560529886),147.8024,-41.211
LIRA,S_k_10829,POINT (147.90002640998426 -42.142162265585),147.9,-42.1422
LIRA,S_k_10830,POINT (147.80128718869665 -41.211417310894234),147.8013,-41.2114
LIRA,S_k_10831,POINT (145.65793553877018 -41.58278538984244),145.6579,-41.5828
LIRA,S_k_10832,POINT (145.65330613228872 -41.57877518457292),145.6533,-41.5788
LIRA,S_k_10833,POINT (145.5879227919075 -41.203855494884934),145.5879,-41.2039
LIRA,S_k_10834,POINT (145.58686787498806 -41.20303502571778),145.5869,-41.203
LIRA,S_k_10835,POINT (145.58430355094572 -41.20399732859965),145.5843,-41.204
LIRA,S_k_10836,POINT (145.59014178597468 -41.20402095266699),145.5901,-41.204
LIRA,S_k_10837,POINT (145.5917630831854 -41.205501728242886),145.5918,-41.2055
LIRA,S_k_10838,POINT (144.96584031147412 -41.07327090725879),144.9658,-41.0733
LIRA,S_k_10839,POINT (144.96333961150106 -41.07286534410519),144.9633,-41.0729
LIRA,S_k_10840,POINT (144.94820465469462 -41.05942901003365),144.9482,-41.0594
LIRA,S_k_10841,POINT (144.95065838568166 -41.06005159127227),144.9507,-41.0601
LIRA,S_k_10842,POINT (145.01064486751608 -41.128241001620516),145.0106,-41.1282
LIRA,S_k_10843,POINT (145.4613541913571 -41.47555864971092),145.4614,-41.4756
LIRA,S_k_10844,POINT (145.4805900101192 -41.479286188462495),145.4806,-41.4793
LIRA,S_k_10845,POINT (145.4797686465347 -41.48078140913154),145.4798,-41.4808
LIRA,S_k_10846,POINT (145.46326724651092 -41.47773025787859),145.4633,-41.4777
LIRA,S_k_10847,POINT (145.4637500280317 -41.47573749511212),145.4638,-41.4757
LIRA,S_k_10848,POINT (147.8017076818196 -41.221393294792044),147.8017,-41.2214
LIRA,S_k_10849,POINT (147.80221029841238 -41.22243748838473),147.8022,-41.2224
LIRA,S_k_10850,POINT (146.69158934352933 -42.80906605715827),146.6916,-42.8091
LIRA,S_k_10851,POINT (147.90002628898225 -42.142162266534235),147.9,-42.1422
LIRA,S_k_10852,POINT (147.9013155517385 -42.1488398824046),147.9013,-42.1488
LIRA,S_k_10853,POINT (147.92456918827855 -41.15470053971275),147.9246,-41.1547
LIRA,S_k_10854,POINT (145.65857594767772 -41.57906809804661),145.6586,-41.5791
LIRA,S_k_10855,POINT (145.88720902033128 -41.38149505116199),145.8872,-41.3815
LIRA,S_k_10856,POINT (145.34818298355225 -41.07706959092125),145.3482,-41.0771
LIRA,S_k_10857,POINT (145.4610088126877 -41.824894754262935),145.461,-41.8249
LIRA,S_k_10858,POINT (145.5430308876218 -41.31768300882398),145.543,-41.3177
LIRA,S_k_10859,POINT (145.68624411247592 -41.599365208109084),145.6862,-41.5994
LIRA,S_k_10860,POINT (145.68031360191802 -41.593808761313454),145.6803,-41.5938
LIRA,S_k_10861,POINT (144.9573456091014 -41.13347329665909),144.9573,-41.1335
LIRA,S_k_10862,POINT (146.00628823455375 -41.44352810244759),146.0063,-41.4435
LIRA,S_k_10863,POINT (145.67231485994398 -41.557004579937285),145.6723,-41.557
LIRA,S_k_10864,POINT (145.66945481607624 -41.618620174176755),145.6695,-41.6186
LIRA,S_k_10865,POINT (145.40640442786938 -41.475131964380104),145.4064,-41.4751
LIRA,S_k_10866,POINT (145.0190798563376 -41.15224166153687),145.0191,-41.1522
LIRA,S_k_10867,POINT (145.38761955467226 -41.734090833993854),145.3876,-41.7341
LIRA,S_k_10868,POINT (145.70593649505602 -41.58317308515029),145.7059,-41.5832
LIRA,S_k_10869,POINT (145.53802363685102 -41.51684238912892),145.538,-41.5168
LIRA,S_k_10870,POINT (145.7572814801559 -41.5545793286552),145.7573,-41.5546
LIRA,S_k_10871,POINT (145.71647999079556 -41.58149564193281),145.7165,-41.5815
LIRA,S_k_10872,POINT (145.07469038043436 -41.70649369623869),145.0747,-41.7065
LIRA,S_k_10873,POINT (145.48860255829774 -41.7429406170265),145.4886,-41.7429
LIRA,S_k_10874,POINT (145.35705720603426 -41.08562481306438),145.3571,-41.0856
LIRA,S_k_10875,POINT (145.7097520482007 -41.58094448512501),145.7098,-41.5809
LIRA,S_k_10876,POINT (145.7202836307167 -41.57933672215036),145.7203,-41.5793
LIRA,S_k_10877,POINT (145.08289647097521 -41.343969268807584),145.0829,-41.344
LIRA,S_k_10878,POINT (145.48537011003313 -41.74942196010113),145.4854,-41.7494
LIRA,S_k_10879,POINT (145.12684753460138 -41.61139857559901),145.1268,-41.6114
LIRA,S_k_10880,POINT (145.56038611987327 -41.462144828731894),145.5604,-41.4621
LIRA,S_k_10881,POINT (145.1028208351714 -41.79611038597385),145.1028,-41.7961
LIRA,S_k_10882,POINT (145.47413414017666 -41.73623110629081),145.4741,-41.7362
LIRA,S_k_10883,POINT (145.37257290671144 -41.707987323104504),145.3726,-41.708
LIRA,S_k_10884,POINT (145.64047644818737 -41.58512165710809),145.6405,-41.5851
LIRA,S_k_10885,POINT (145.08189698007905 -41.68400292828716),145.0819,-41.684
LIRA,S_k_10886,POINT (145.69387459569552 -41.59496972967445),145.6939,-41.595
LIRA,S_k_10887,POINT (145.49425101299357 -41.74991942473541),145.4943,-41.7499
LIRA,S_k_10888,POINT (145.37210328285633 -41.07666795195889),145.3721,-41.0767
LIRA,S_k_10889,POINT (145.34469307030108 -41.05615579487876),145.3447,-41.0562
LIRA,S_k_10890,POINT (145.79532041256198 -41.55349071683552),145.7953,-41.5535
LIRA,S_k_10891,POINT (145.37501988035805 -41.07957715345927),145.375,-41.0796
LIRA,S_k_10892,POINT (145.65484285457902 -41.581244348957455),145.6548,-41.5812
LIRA,S_k_10893,POINT (144.99726264871595 -41.284227395698366),144.9973,-41.2842
LIRA,S_k_10894,POINT (145.18158901825157 -41.180304392631754),145.1816,-41.1803
LIRA,S_k_10895,POINT (145.38177350696614 -41.08012151963803),145.3818,-41.0801
LIRA,S_k_10896,POINT (145.42277996436445 -41.197924199898),145.4228,-41.1979
LIRA,S_k_10897,POINT (145.48327863525208 -41.157230134891286),145.4833,-41.1572
LIRA,S_k_10898,POINT (145.05861225728475 -41.7204305281974),145.0586,-41.7204
LIRA,S_k_10899,POINT (145.04461062545846 -41.14173661546848),145.0446,-41.1417
LIRA,S_k_10900,POINT (145.67412908159764 -41.61124459679251),145.6741,-41.6112
LIRA,S_k_10901,POINT (145.7843580854938 -41.56421935921071),145.7844,-41.5642
LIRA,S_k_10902,POINT (145.26398929726386 -41.17759669420231),145.264,-41.1776
LIRA,S_k_10903,POINT (145.5595372339692 -41.54645754634746),145.5595,-41.5465
LIRA,S_k_10904,POINT (144.9980627727268 -41.70575452373038),144.9981,-41.7058
LIRA,S_k_10905,POINT (145.66497318062505 -41.61290461905791),145.665,-41.6129
LIRA,S_k_10906,POINT (145.35786177774793 -41.08054149805175),145.3579,-41.0805
LIRA,S_k_10907,POINT (145.0186835312977 -41.13405679749035),145.0187,-41.1341
LIRA,S_k_10908,POINT (145.4868026675789 -41.73116459602677),145.4868,-41.7312
LIRA,S_k_10909,POINT (145.65184401580493 -41.578376329295395),145.6518,-41.5784
LIRA,S_k_10910,POINT (145.41114298222857 -41.47560600108328),145.4111,-41.4756
LIRA,S_k_10911,POINT (145.12813700336136 -41.23317932927586),145.1281,-41.2332
LIRA,S_k_10912,POINT (145.48389569562502 -41.72832661850729),145.4839,-41.7283
LIRA,S_k_10913,POINT (145.39122470681397 -41.748818638677605),145.3912,-41.7488
LIRA,S_k_10914,POINT (145.5283415131521 -41.51331438693228),145.5283,-41.5133
LIRA,S_k_10915,POINT (145.02323120554325 -41.12687515683063),145.0232,-41.1269
LIRA,S_k_10916,POINT (145.3558636713088 -41.711677057275985),145.3559,-41.7117
LIRA,S_k_10917,POINT (145.10258234324507 -41.79243722577248),145.1026,-41.7924
LIRA,S_k_10918,POINT (145.95149421545273 -41.34427732645188),145.9515,-41.3443
LIRA,S_k_10919,POINT (145.50128439683706 -41.72724150399177),145.5013,-41.7272
LIRA,S_k_10920,POINT (145.50017188132702 -41.75559805872326),145.5002,-41.7556
LIRA,S_k_10921,POINT (145.38714056782734 -41.745658125153085),145.3871,-41.7457
LIRA,S_k_10922,POINT (145.75131108179895 -41.556200050702664),145.7513,-41.5562
LIRA,S_k_10923,POINT (145.03794017263658 -41.14113171476237),145.0379,-41.1411
LIRA,S_k_10924,POINT (145.48024413319357 -41.73717953455795),145.4802,-41.7372
LIRA,S_k_10925,POINT (145.6846992826512 -41.60963489236939),145.6847,-41.6096
LIRA,S_k_10926,POINT (145.78213191763933 -41.55635348698743),145.7821,-41.5564
LIRA,S_k_10927,POINT (145.4903932547079 -41.75215766629245),145.4904,-41.7522
LIRA,S_k_10928,POINT (145.66148669730438 -41.581785490517326),145.6615,-41.5818
LIRA,S_k_10929,POINT (145.88072514286802 -41.381983865083654),145.8807,-41.382
LIRA,S_k_10930,POINT (145.12678000075374 -41.623202368352395),145.1268,-41.6232
LIRA,S_k_10931,POINT (145.777683816125 -41.563670677356825),145.7777,-41.5637
LIRA,S_k_10932,POINT (145.6693447812266 -41.55415292097906),145.6693,-41.5542
LIRA,S_k_10933,POINT (144.9237034586376 -41.17163490161381),144.9237,-41.1716
LIRA,S_k_10934,POINT (145.49665094677238 -41.73463025395496),145.4967,-41.7346
LIRA,S_k_10935,POINT (145.02615952249164 -41.12965937327374),145.0262,-41.1297
LIRA,S_k_10936,POINT (145.48260262881627 -41.731451453574515),145.4826,-41.7315
LIRA,S_k_10937,POINT (145.46465289828484 -41.827150772938765),145.4647,-41.8272
LIRA,S_k_10938,POINT (145.29666925593256 -41.04340146137384),145.2967,-41.0434
LIRA,S_k_10939,POINT (144.93767541042942 -41.1138779009716),144.9377,-41.1139
LIRA,S_k_10940,POINT (144.91959662039585 -41.122014761536974),144.9196,-41.122
LIRA,S_k_10941,POINT (146.00664212046973 -41.44252935887997),146.0066,-41.4425
LIRA,S_k_10942,POINT (145.3973543972646 -41.83377067972098),145.3974,-41.8338
LIRA,S_k_10943,POINT (145.4430019976318 -41.1373063955748),145.443,-41.1373
LIRA,S_k_10944,POINT (144.92968148574485 -41.16993580497386),144.9297,-41.1699
LIRA,S_k_10945,POINT (145.78441829090934 -41.56773168552794),145.7844,-41.5677
LIRA,S_k_10946,POINT (145.26039754496583 -41.1974930350889),145.2604,-41.1975
LIRA,S_k_10947,POINT (145.3869385261286 -41.828916407526336),145.3869,-41.8289
LIRA,S_k_10948,POINT (145.6663214996076 -41.61756931456596),145.6663,-41.6176
LIRA,S_k_10949,POINT (144.88802263551798 -41.18769863274304),144.888,-41.1877
LIRA,S_k_10950,POINT (144.95154742579763 -41.121636281390344),144.9515,-41.1216
LIRA,S_k_10951,POINT (145.46944816466902 -41.79423449565435),145.4694,-41.7942
LIRA,S_k_10952,POINT (145.43193892830587 -41.46005356649148),145.4319,-41.4601
LIRA,S_k_10953,POINT (147.91834541037056 -41.14971972014115),147.9183,-41.1497
LIRA,S_k_10954,POINT (145.2644986910545 -41.18156618792646),145.2645,-41.1816
LIRA,S_k_10955,POINT (145.44666098269624 -41.47484276711632),145.4467,-41.4748
LIRA,S_k_10956,POINT (145.4624894891482 -41.737095408843416),145.4625,-41.7371
LIRA,S_k_10957,POINT (145.03855831502452 -41.27202112410466),145.0386,-41.272
LIRA,S_k_10958,POINT (145.0892528974146 -41.759647731169395),145.0893,-41.7596
LIRA,S_k_10959,POINT (145.46302704136465 -41.80539125620462),145.463,-41.8054
LIRA,S_k_10960,POINT (145.68585748451795 -41.60644398951787),145.6859,-41.6064
LIRA,S_k_10961,POINT (145.01436881364947 -41.28930631903184),145.0144,-41.2893
LIRA,S_k_10962,POINT (144.87083691973194 -41.03786103631712),144.8708,-41.0379
LIRA,S_k_10963,POINT (145.39446483187643 -41.82932341837743),145.3945,-41.8293
LIRA,S_k_10964,POINT (145.07908546191686 -41.35417363614899),145.0791,-41.3542
LIRA,S_k_10965,POINT (145.46472776288965 -41.8030250002031),145.4647,-41.803
LIRA,S_k_10966,POINT (145.467717097187 -41.81427697323031),145.4677,-41.8143
LIRA,S_k_10967,POINT (145.70101505146758 -41.58698169053275),145.701,-41.587
LIRA,S_k_10968,POINT (145.67730080908677 -41.61515306281188),145.6773,-41.6152
LIRA,S_k_10969,POINT (145.6775500801914 -41.56274657627675),145.6776,-41.5627
LIRA,S_k_10970,POINT (145.6725781154117 -41.61274320268164),145.6726,-41.6127
LIRA,S_k_10971,POINT (145.0889029088811 -41.752391064171775),145.0889,-41.7524
LIRA,S_k_10972,POINT (145.87934379452832 -41.38775993525334),145.8793,-41.3878
LIRA,S_k_10973,POINT (145.23110816516635 -41.16781080587763),145.2311,-41.1678
LIRA,S_k_10974,POINT (145.46796041145058 -41.80349219851454),145.468,-41.8035
LIRA,S_k_10975,POINT (145.09060720716477 -41.596574033590166),145.0906,-41.5966
LIRA,S_k_10976,POINT (145.78048001035063 -41.56653670849909),145.7805,-41.5665
LIRA,S_k_10977,POINT (145.51628531114534 -41.25613299716488),145.5163,-41.2561
LIRA,S_k_10978,POINT (145.06374000467852 -41.33220321623669),145.0637,-41.3322
LIRA,S_k_10979,POINT (145.04960410963193 -41.30035398460468),145.0496,-41.3004
LIRA,S_k_10980,POINT (145.4367687389052 -41.4512316471648),145.4368,-41.4512
LIRA,S_k_10981,POINT (145.47156449329077 -41.47297015762054),145.4716,-41.473
LIRA,S_k_10982,POINT (145.47350678486586 -41.79151644818691),145.4735,-41.7915
LIRA,S_k_10983,POINT (145.3890222095558 -41.82557667105141),145.389,-41.8256
LIRA,S_k_10984,POINT (146.79083960659312 -43.14344158457551),146.7908,-43.1434
LIRA,S_k_10985,POINT (146.9111468873741 -43.263639471311045),146.9111,-43.2636
LIRA,S_k_10986,POINT (146.8202864924265 -43.22022630124098),146.8203,-43.2202
LIRA,S_k_10987,POINT (145.29550812104097 -41.03997859984027),145.2955,-41.04
LIRA,S_k_10988,POINT (145.2940637970691 -41.03846493186761),145.2941,-41.0385
LIRA,S_k_10989,POINT (146.7893180155139 -43.13743759095089),146.7893,-43.1374
LIRA,S_k_10990,POINT (146.7897186123693 -43.12053670305816),146.7897,-43.1205
LIRA,S_k_10991,POINT (146.92725100015122 -43.25449353607711),146.9273,-43.2545
LIRA,S_k_10992,POINT (146.8138898044031 -43.239806481988126),146.8139,-43.2398
LIRA,S_k_10993,POINT (146.81619109760305 -43.24380712144761),146.8162,-43.2438
LIRA,S_k_10994,POINT (146.81666927380166 -43.24478922116309),146.8167,-43.2448
LIRA,S_k_10995,POINT (145.10045407962014 -41.793924669861624),145.1005,-41.7939
LIRA,S_k_10996,POINT (145.5282524825691 -41.51333000057098),145.5283,-41.5133
LIRA,S_k_10997,POINT (146.6669429179466 -42.816909957100364),146.6669,-42.8169
LIRA,S_k_10998,POINT (146.66648375002023 -42.81594711744999),146.6665,-42.8159
LIRA,S_k_10999,POINT (146.52461305183851 -42.801004919516885),146.5246,-42.801
LIRA,S_k_11000,POINT (146.52527302862953 -42.800417805001054),146.5253,-42.8004
LIRA,S_k_11001,POINT (146.49877297649243 -42.81727684080776),146.4988,-42.8173
LIRA,S_k_11002,POINT (146.49804689973695 -42.81766485275841),146.498,-42.8177
LIRA,S_k_11003,POINT (146.58265102067753 -42.796951160102076),146.5827,-42.797
LIRA,S_k_11004,POINT (146.58223069867432 -42.796282958215194),146.5822,-42.7963
LIRA,S_k_11005,POINT (146.38816190646128 -42.26952534958015),146.3882,-42.2695
LIRA,S_k_11006,POINT (146.38799348424075 -42.269837956522174),146.388,-42.2698
LIRA,S_k_11007,POINT (146.60195305212056 -42.5843223067933),146.602,-42.5843
LIRA,S_k_11008,POINT (146.6025521963456 -42.58466138097445),146.6026,-42.5847
LIRA,S_k_11009,POINT (144.98609576933603 -41.120791142277575),144.9861,-41.1208
LIRA,S_k_11010,POINT (144.98667239934792 -41.12112584737724),144.9867,-41.1211
LIRA,S_k_11011,POINT (144.98563876845424 -41.120459157374114),144.9856,-41.1205
LIRA,S_k_11012,POINT (145.04771334484735 -41.149955637687434),145.0477,-41.15
LIRA,S_k_11013,POINT (145.04863547139956 -41.15032030074077),145.0486,-41.1503
LIRA,S_k_11014,POINT (145.0493013634665 -41.149866356554426),145.0493,-41.1499
LIRA,S_k_11015,POINT (145.06738156405353 -41.13713457653222),145.0674,-41.1371
LIRA,S_k_11016,POINT (145.06507090887908 -41.13942488817198),145.0651,-41.1394
LIRA,S_k_11017,POINT (145.06559743877693 -41.139444362752066),145.0656,-41.1394
LIRA,S_k_11018,POINT (146.49918125674006 -42.817509074193076),146.4992,-42.8175
LIRA,S_k_11019,POINT (147.6709244259146 -41.38490083866134),147.6709,-41.3849
LIRA,S_k_11020,POINT (147.66940649131593 -41.38401901197539),147.6694,-41.384
LIRA,S_k_11021,POINT (147.66888558233939 -41.38414229205732),147.6689,-41.3841
LIRA,S_k_11022,POINT (147.4615189957453 -41.38634164631089),147.4615,-41.3863
LIRA,S_k_11023,POINT (147.65491712816262 -41.34822660569149),147.6549,-41.3482
LIRA,S_k_11024,POINT (147.6531571187142 -41.346206560805086),147.6532,-41.3462
LIRA,S_k_11025,POINT (146.6025068417673 -42.58387790540458),146.6025,-42.5839
LIRA,S_k_11026,POINT (146.6921129114724 -42.81023222205862),146.6921,-42.8102
LIRE,S_k_11027,POINT (147.330789798066 -41.24442993945877),147.3308,-41.2444
LIRE,S_k_11028,POINT (146.73214805138952 -42.959641868236076),146.7321,-42.9596
LIRE,S_k_11029,POINT (146.97185128153512 -42.92026908802289),146.9719,-42.9203
LIRE,S_k_11030,POINT (146.7429315422246 -43.11198024292068),146.7429,-43.112
LIRE,S_k_11031,POINT (146.95894328577828 -43.31975131659332),146.9589,-43.3198
LIRE,S_k_11032,POINT (146.73996076622723 -42.963430697278966),146.74,-42.9634
LIRE,S_k_11033,POINT (147.04164668862154 -42.91478889864828),147.0416,-42.9148
LIRE,S_k_11034,POINT (148.11755374124837 -41.345158780654295),148.1176,-41.3452
LIRE,S_k_11035,POINT (146.86082774328204 -42.94426325438295),146.8608,-42.9443
LIRE,S_k_11036,POINT (146.97617984326087 -42.91550477810275),146.9762,-42.9155
LIRE,S_k_11037,POINT (146.8247442527434 -42.9093516755277),146.8247,-42.9094
LIRE,S_k_11038,POINT (146.74676719256982 -43.00431213586829),146.7468,-43.0043
LIRE,S_k_11039,POINT (146.89479429288045 -43.19540731909284),146.8948,-43.1954
LIRE,S_k_11040,POINT (146.75011741539186 -43.03632435612493),146.7501,-43.0363
LIRE,S_k_11041,POINT (146.97105108689072 -43.24972187862834),146.9711,-43.2497
LIRE,S_k_11042,POINT (148.12752574333706 -41.788447657280024),148.1275,-41.7884
LIRE,S_k_11043,POINT (146.70404769488556 -43.054859550640536),146.704,-43.0549
LIRE,S_k_11044,POINT (146.97825809918112 -43.317312323563065),146.9783,-43.3173
LIRE,S_k_11045,POINT (146.97199696794866 -43.384423031352014),146.972,-43.3844
LIRE,S_k_11046,POINT (146.92873857225558 -43.35099761890042),146.9287,-43.351
LIRE,S_k_11047,POINT (146.72047459846019 -43.05845746420468),146.7205,-43.0585
LIRE,S_k_11048,POINT (146.64198271736868 -43.092434623816935),146.642,-43.0924
LIRE,S_k_11049,POINT (146.77989272433422 -42.96621751973395),146.7799,-42.9662
LIRE,S_k_11050,POINT (148.15286317973127 -41.93801508118466),148.1529,-41.938
LIRE,S_k_11051,POINT (148.15340313175443 -41.93815691514797),148.1534,-41.9382
LIRE,S_k_11052,POINT (148.153861683305 -41.93844042741163),148.1539,-41.9384
LIRE,S_k_11053,POINT (147.34738142590976 -41.23137312156181),147.3474,-41.2314
LIRE,S_k_11054,POINT (146.62945459563005 -42.71825839982933),146.6295,-42.7183
LIRE,S_k_11055,POINT (146.46224686952377 -42.62026030268658),146.4622,-42.6203
LIRE,S_k_11056,POINT (146.50864798636667 -42.764954173399055),146.5086,-42.765
LIRE,S_k_11057,POINT (146.6435675305006 -42.55667674818896),146.6436,-42.5567
LIRE,S_k_11058,POINT (146.6485078266499 -42.72045096200191),146.6485,-42.7205
LIRE,S_k_11059,POINT (146.62852792817554 -42.719006638613656),146.6285,-42.719
LIRE,S_k_11060,POINT (146.63302161473786 -42.716419609573),146.633,-42.7164
LIRE,S_k_11061,POINT (146.51577562598237 -42.48814725083847),146.5158,-42.4881
LIRE,S_k_11062,POINT (146.6080292983798 -42.571050693556096),146.608,-42.5711
LIRE,S_k_11063,POINT (147.86631775363037 -41.91922411464537),147.8663,-41.9192
LIRE,S_k_11064,POINT (146.54409503194861 -42.37306704629539),146.5441,-42.3731
LIRE,S_k_11065,POINT (146.43903909352284 -42.563248947571765),146.439,-42.5632
LIRE,S_k_11066,POINT (146.54670453765755 -42.738171115442356),146.5467,-42.7382
